,MCXC,OName,AName,RAdeg,DEdeg,z,M500
1596,J2214.4-1701,RXC J2214.4-1701  ,A3847                                                 ,333.61,-17.023,0.153,2.9383
1597,J2214.5-1022,RXCJ2214.5-1022   ,A2426                                                 ,333.636,-10.372,0.098,3.5581
1598,J2214.8+1350,RXC J2214.8+1350  ,RXJ2214.7+1350                                        ,333.72,13.847,0.0253,0.3154
1599,J2214.9-1400,MACSJ2214.9-1359  ,                                                      ,333.739,-14.003,0.5027,6.6031
1600,J2215.6+3718,RXC J2215.6+3718  ,NGC7242                                               ,333.925,37.305,0.019,0.4805
1601,J2216.2-0920,RXCJ2216.2-0920   ,A2428                                                 ,334.065,-9.34,0.0825,2.4124
1602,J2216.9-1725,RXCJ2216.9-1725   ,RBS 1842                                              ,334.235,-17.426,0.1301,3.0213
1603,J2217.7-3543,RXCJ2217.7-3543   ,A3854                                                 ,334.43,-35.726,0.1486,3.9093
1604,J2218.0-6511,RXCJ2218.0-6511   ,RBS 1847                                              ,334.523,-65.185,0.0951,2.7949
1605,J2218.2-0350,RXCJ2218.2-0350   ,MS2215                                                ,334.571,-3.834,0.0901,2.6804
1606,J2218.6-3853,RXCJ2218.6-3853   ,A3856                                                 ,334.668,-38.897,0.1411,3.915
1607,J2218.6-0346,MS2216.0-0401     ,                                                      ,334.669,-3.78,0.09,1.8693
1608,J2218.8-0258,RXCJ2218.8-0258   ,                                                      ,334.705,-2.968,0.0902,1.6346
1609,J2220.1-5228,BVH2007 230       ,A3864                                                 ,335.038,-52.467,0.102,1.5432
1610,J2220.5-3509,RXCJ2220.5-3509   ,A3866                                                 ,335.144,-35.165,0.1544,5.2077
1611,J2222.2-5235,BVH2007 231       ,A3870                                                 ,335.558,-52.587,0.174,0.894
1612,J2223.8-0138,RXCJ2223.8-0138   ,A2440                                                 ,335.971,-1.638,0.0906,2.8449
1613,J2224.4-5515,RXCJ2224.4-5515   ,APMCC 772                                             ,336.115,-55.256,0.0791,1.7724
1614,J2224.7-5632,RXCJ2224.7-5632   ,S1020                                                 ,336.182,-56.535,0.0355,0.4961
1615,J2225.8-0636,RXCJ2225.8-0636   ,A2442                                                 ,336.463,-6.603,0.0897,1.9117
1616,J2226.0+1722,A2443             ,A2443                                                 ,336.511,17.378,0.1072,2.6308
1617,J2226.1-4745,RXC J2226.1-4745  ,A3876                                                 ,336.544,-47.75,0.113,1.2521
1618,J2226.8+2550,RXC J2226.8+2550  ,A2445                                                 ,336.72,25.843,0.165,2.9873
1619,J2227.4-4852,RXC J2227.4-4852  ,APMCC782                                              ,336.868,-48.882,0.097,1.2756
1620,J2227.8-3034,RXCJ2227.8-3034   ,A3880                                                 ,336.969,-30.57,0.0579,1.7896
1621,J2228.6+2036,RXC J2228.6+2036  ,RXJ2228.6+2037                                        ,337.155,20.609,0.412,9.1224
1622,J2228.8-6053,RXCJ2228.8-6053   ,                                                      ,337.214,-60.899,0.0423,0.64
1623,J2229.7-2755,MACSJ2229.7-2755  ,MCS  J2229.8-2756                                     ,337.439,-27.927,0.324,4.7366
1624,J2234.5-3744,RXCJ2234.5-3744   ,A3888                                                 ,338.629,-37.735,0.151,5.6953
1625,J2234.8-3033,RXC J2234.8-3033  ,A3889                                                 ,338.723,-30.566,0.2515,3.7212
1626,J2235.6+0128,RXCJ2235.6+0128   ,A2457                                                 ,338.919,1.472,0.0594,1.8194
1627,J2237.0-1516,RX J2237.0-1516   ,                                                      ,339.253,-15.269,0.299,1.7713
1628,J2239.2-1719,RXC J2239.2-1719  ,A2462                                                 ,339.818,-17.329,0.0751,0.8395
1629,J2239.4-0546,BVH2007 232       ,"VMF98 208, A2465                                      ",339.852,-5.782,0.242,1.1816
1630,J2239.5-0600,RX J2239.5-0600   ,VMF98 209                                             ,339.893,-6.004,0.173,0.3678
1631,J2239.6-0543,BVH2007 233       ,"VMF98 210, A2465                                      ",339.912,-5.72,0.243,1.4808
1632,J2241.8+1732,RXC J2241.8+1732  ,A2472                                                 ,340.474,17.542,0.3137,4.6179
1633,J2242.8+5301,RXC J2242.8+5301  ,                                                      ,340.721,53.018,0.192,4.0116
1634,J2243.0-2009,RXCJ2243.0-2009   ,A2474                                                 ,340.769,-20.166,0.1359,2.9585
1635,J2243.3-0935,MACSJ2243.3-0935  ,                                                      ,340.839,-9.595,0.447,17.4
1636,J2244.5-1744,RXC J2244.5-1744  ,A2478                                                 ,341.145,-17.739,0.1325,1.9078
1637,J2245.0+2637,RXC J2245.0+2637  ,RXC  J2245.0+2637                                     ,341.271,26.63,0.304,5.5615
1638,J2246.1-3600,RXC J2246.1-3600  ,                                                      ,341.549,-36.006,0.0673,0.7013
1639,J2246.3-5243,RXCJ2246.3-5243   ,A3911                                                 ,341.578,-52.729,0.0965,3.3988
1640,J2247.4+0337,BVH2007 234       ,VMF98 211                                             ,341.873,3.619,0.2,0.9718
1641,J2248.5-1606,RXCJ2248.5-1606   ,A2485                                                 ,342.137,-16.106,0.2472,4.3759
1642,J2248.7-4431,RXCJ2248.7-4431   ,S1063                                                 ,342.181,-44.529,0.3475,11.8328
1643,J2249.2-3727,RXC J2249.2-3727  ,S1065                                                 ,342.323,-37.457,0.0289,0.307
1644,J2249.9-6425,RXCJ2249.9-6425   ,A3921                                                 ,342.488,-64.429,0.094,3.6139
1645,J2250.0+1137,RXJ2250.0+1137    ,RXJ2250.0+1137                                        ,342.523,11.617,0.0255,0.3203
1646,J2250.3+1054,RXC J2250.3+1054  ,A2495                                                 ,342.587,10.902,0.0768,2.5431
1647,J2250.8-4521,RXC J2250.8-4521  ,S1067                                                 ,342.704,-45.359,0.0511,0.5167
1648,J2251.0-1624,RXCJ2251.0-1624   ,A2496                                                 ,342.753,-16.407,0.1221,2.8944
1649,J2251.7-3206,RXCJ2251.7-3206   ,                                                      ,342.948,-32.103,0.246,4.8409
1650,J2253.5-3343,RXCJ2253.5-3343   ,A3934                                                 ,343.392,-33.724,0.224,4.239
1651,J2254.0-6315,RXCJ2254.0-6315   ,AM2250                                                ,343.513,-63.254,0.2112,4.7595
1652,J2256.9+0532,A2507             ,A2507                                                 ,344.238,5.547,0.1696,2.5751
1653,J2257.8+2056,RX J2257.8+2056   ,VMF98 212                                             ,344.456,20.94,0.297,0.9917
1654,J2258.1+2055,BVH2007 235       ,"VMF98 213, MS2255.7+2039                              ",344.53,20.918,0.288,2.3105
1655,J2300.2+2926,RXC J2300.2+2926  ,                                                      ,345.058,29.442,0.0688,0.9868
1656,J2302.7+7137,RXC J2302.7+7137  ,                                                      ,345.688,71.621,0.145,3.4383
1657,J2302.8+0843,WARP J2302.8+0843 ,                                                      ,345.7,8.731,0.722,1.7926
1658,J2303.7+1523,MS2301.3+1506     ,ZwCl8822                                              ,345.943,15.384,0.247,2.4573
1659,J2305.4-3545,BVH2007 236       ,VMF98 214                                             ,346.357,-35.762,0.201,0.7738
1660,J2305.4-5130,RX J2305.4-5130   ,VMF98 215                                             ,346.361,-51.508,0.194,0.3373
1661,J2305.5-4513,RXCJ2305.5-4513   ,A3970                                                 ,346.394,-45.221,0.1253,2.4926
1662,J2306.5-1319,RXCJ2306.6-1319   ,                                                      ,346.65,-13.32,0.0659,1.3931
1663,J2306.8-1324,RXC J2306.8-1324  ,                                                      ,346.715,-13.416,0.0659,1.0851
1664,J2307.0+1631,RXC J2307.0+1631  ,                                                      ,346.763,16.524,0.2502,4.8065
1665,J2307.2-1513,RXCJ2307.2-1513   ,A2533                                                 ,346.814,-15.228,0.111,2.4769
1666,J2307.6+2716,RXC J2307.6+2716  ,                                                      ,346.917,27.27,0.11,1.1624
1667,J2308.3-0211,RXCJ2308.3-0211   ,A2537                                                 ,347.097,-2.192,0.2966,6.4393
1668,J2310.4+0734,RXC J2310.4+0734  ,Pegasus II                                            ,347.61,7.577,0.0424,1.1742
1669,J2311.1+1137,RXC J2311.1+1137  ,                                                      ,347.788,11.632,0.261,3.0933
1670,J2311.5+0338,RXC J2311.5+0338  ,A2552                                                 ,347.888,3.644,0.2998,6.8558
1671,J2312.3-2130,RXCJ2312.3-2130   ,A2554                                                 ,348.086,-21.501,0.1108,2.3576
1672,J2312.7+1043,WARP J2312.7+1043 ,RX J231242.9+104302 (RIXOS)                           ,348.178,10.725,0.31,1.3017
1673,J2313.0-2137,RXCJ2313.0-2137   ,A2556                                                 ,348.254,-21.632,0.0871,2.4758
1674,J2313.9-4244,RXCJ2313.9-4244   ,S1101                                                 ,348.494,-42.734,0.0564,2.8261
1675,J2313.9+1444,A2561             ,A2561                                                 ,348.499,14.744,0.1627,2.6851
1676,J2315.7-3746,RXCJ2315.7-3746   ,A3984                                                 ,348.934,-37.782,0.1786,4.5563
1677,J2315.7-0222,RXCJ2315.7-0222   ,NGC 7556                                              ,348.938,-2.377,0.0267,0.5841
1678,J2316.1-2027,RXCJ2316.1-2027   ,A2566                                                 ,349.031,-20.455,0.0822,2.1731
1679,J2317.1+1841,A2572a            ,A2572a                                                ,349.294,18.691,0.0422,1.3354
1680,J2318.0-4235,BVH2007 237       ,VMF98 216                                             ,349.523,-42.593,0.209,0.8129
1681,J2318.4+1843,A2572b            ,A2572b                                                ,349.612,18.724,0.0389,1.0268
1682,J2318.5+1842,RXC J2318.5+1842  ,A2572                                                 ,349.632,18.705,0.0403,1.0206
1683,J2318.6+4257,RXC J2318.6+4257  ,                                                      ,349.664,42.966,0.0174,0.6152
1684,J2319.1-4206,MS2316.3-4222     ,S1111                                                 ,349.775,-42.114,0.045,2.4403
1685,J2319.2-6750,RXCJ2319.2-6750   ,A3990                                                 ,349.8,-67.84,0.0286,0.3126
1686,J2319.5+1226,BVH2007 238       ,VMF98 217                                             ,349.892,12.437,0.126,0.7632
1687,J2319.6-7313,RXCJ2319.6-7313   ,A3992                                                 ,349.924,-73.231,0.0984,1.8412
1688,J2320.2+4146,RXC J2320.2+4146  ,RGB J2320+417                                         ,350.06,41.779,0.14,2.8768
1689,J2321.4-2312,RXCJ2321.4-2312   ,A2580                                                 ,350.351,-23.205,0.089,1.4552
1690,J2321.5-4153,RXCJ2321.5-4153   ,A3998                                                 ,350.389,-41.899,0.0894,2.5863
1691,J2321.8-6941,RXCJ2321.8-6941   ,A3995                                                 ,350.453,-69.699,0.1846,4.0761
1692,J2321.8+1502,RXC J2321.8+1505  ,                                                      ,350.467,15.043,0.15,2.1055
1693,J2323.2+1811,BVH2007 239       ,                                                      ,350.812,18.19,0.154,1.1469
1694,J2323.6+0908,RXC J2323.6+0908  ,A2588                                                 ,350.913,9.148,0.1992,2.902
1695,J2323.8+1648,A2589             ,A2589                                                 ,350.973,16.809,0.0416,1.9896
1696,J2324.3+1439,A2593             ,A2593                                                 ,351.084,14.651,0.0428,1.4243
1697,J2324.9+1841,RXC J2325.0+1841  ,                                                      ,351.249,18.697,0.2018,1.6134
1698,J2325.3-1207,RXCJ2325.3-1207   ,A2597                                                 ,351.333,-12.127,0.0852,4.1821
1699,J2325.6-5443,BVH2007 240       ,VMF98 218                                             ,351.413,-54.732,0.102,0.4374
1700,J2326.2-2406,RXC J2326.2-2406  ,APMCC895                                              ,351.567,-24.104,0.088,1.018
